content,url
"Giàu làm chị, khó làm em, Sang chớ kiêu căng, khó chớ hiềm . Dưới biết kính trên, trên dấu dưới, Ấy nhà còn thịnh, phúc còn thêm.",https://www.thivien.net/Nguy%E1%BB%85n-B%E1%BB%89nh-Khi%C3%AAm/B%C3%A0i-98/poem-mE-LYXC5BY8fjsmlyDfP6g
"Nhất bộc rành rành lại thập thành, Ở cho thực mặc ấy là ngoan. Đầy vơi chớ chớ chiều lòng thế, Thì mới nên danh giá tao đàn.",https://www.thivien.net/Tr%E1%BB%8Bnh-Doanh/Ban-cung-nh%C3%A2n-b%C3%A0i-7/poem-MwxPhw4C75HQsgfR8V0--g
"Văn chương phú lục đã xong rồi, Thừa giấy làm chi chẳng vẽ voi? Nhắn nhủ một lời cho chúng biết: Đứa nào cười tớ nó ăn bòi.",https://www.thivien.net/Nguy%E1%BB%85n-Qu%E1%BB%B3nh/B%E1%BB%A1n-quan-tr%C6%B0%E1%BB%9Dng-ch%E1%BA%A5m-thi/poem-xi6SHf8oI0xwzRyJgBD-6g
"Đồn Phố Hiến vui hơn kinh kỳ, Chơi ba ngày chẳng thấy quái gì. Ngô lớn, Ngô con răng trắng nhởn, Đĩ già, đĩ trẻ đách thâm sì.",https://www.thivien.net/Nguy%E1%BB%85n-Qu%E1%BB%B3nh/Ch%C6%A1i-Ph%E1%BB%91-Hi%E1%BA%BFn/poem-Yg6Mr8Wg9A6n-qpLItq_PQ
"Quan nhậm châu khách Hoan châu, Cầm bằng mà cũng chẳng nên rầu. Nay phảng phất thông tin sứ, Vò thấu chung tình nỗi nhỏ to.",https://www.thivien.net/Khuy%E1%BA%BFt-danh-Vi%E1%BB%87t-Nam/Chung-t%C3%ACnh-I-b%C3%A0i-5-Quan-nh%E1%BA%ADm-ch%C3%A2u-kh%C3%A1ch-Hoan-ch%C3%A2u/poem-6XE8_CHUbvt8Fbn9fjZhiQ
"Từ ghé non Bồng diễn bạn tiên, Chạnh lòng khao khát để riêng phiền. Trình từ diệu vợi người thân hữu, Thề có khi nào lặng chốc quên.",https://www.thivien.net/Khuy%E1%BA%BFt-danh-Vi%E1%BB%87t-Nam/Chung-t%C3%ACnh-II-b%C3%A0i-1-T%E1%BB%AB-gh%C3%A9-non-B%E1%BB%93ng-di%E1%BB%85n-b%E1%BA%A1n-ti%C3%AAn/poem-PPwwQdxPpTajZvNfSNVANA
"Thấy dân rét mướt, nghĩ mà thương, Vậy phải lên ngôi gỡ mối giường . Tay ngọc lần đưa thoi nhật nguyệt , Gót vàng dận dạn máy âm dương .",https://www.thivien.net/L%C3%AA-Th%C3%A1nh-T%C3%B4ng/D%E1%BB%87t-c%E1%BB%ADi/poem-1EWpuZh-pyaCZrrqX0o68g
"Xem ý trời đà ấy dục tình, Ngại vì mưa lớn mới thanh minh. Sương nghiêm vả có chiều êm tĩnh, Ai quyết nên thì mới kể rành.",https://www.thivien.net/Tr%E1%BB%8Bnh-Doanh/D%E1%BB%AF-cung-nh%C3%A2n-%C4%91%E1%BB%95-t%C3%ACnh-v%C5%A9/poem-gt4f_2-DO_EZvJTef238xg
"Một đoá đào hoa khá tốt tươi, Cách xuân mơn mởn thấy xuân cười. Đông phong ắt có tình hay nữa, Kín tịn mùi hương dễ động người.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/%C4%90%C3%A0o-hoa-thi-b%C3%A0i-1/poem-y4iJ6v3mYp-Z_KEorcHd_g
"Động người hoa khéo tỏ tinh thần, Ít bởi vì hoa, ít bởi xuân. Dẽ sử chim xanh đừng chuốc lối, Bù trì đã có khí hồng quân.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/%C4%90%C3%A0o-hoa-thi-b%C3%A0i-2/poem-T77YPUFr1r-w2GT5GOPcQw
"Khí hồng quân hãy có sá tài qua, Chớ phụ xuân này chớ phụ hoa. Hoa có ý thì xuân có ý, Đâu đâu cũng một khí dương hoà.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/%C4%90%C3%A0o-hoa-thi-b%C3%A0i-3/poem-Eo8O_bjQV9CSK1xQ2MCw5g
"Khí dương hoà há có tư ai? Năng một hoa này nhẫn mọi loài. Tính kể chỉn còn ba tháng nữa, Kịp xuân mựa để má đào phai.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/%C4%90%C3%A0o-hoa-thi-b%C3%A0i-4/poem-mniVeONHoNctrLh3GD5K_Q
"Má đào phai hết bởi xuân qua, Nếu lại đâm thì liền luống hoa. Yến sở Dao Trì đà có hẹn, Chớ cho Phương Sóc đến lân la.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/%C4%90%C3%A0o-hoa-thi-b%C3%A0i-5/poem-oTUWo08PVWVgk1Z73UFsZg
"Phương Sóc lân la, đã hở cơ, Ba phen trộm được há tình cờ! Có ai ướm hỏi tiên Vương Mẫu, Tin khá tin thì ngờ khá ngờ.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/%C4%90%C3%A0o-hoa-thi-b%C3%A0i-6/poem-XRqcrciH6L9671B2HFBcfw
"Chim kêu nội lực lừng ca vũ, Cá lượn khe xanh lắng quản huyền. Dù những tao nhân du thưởng đấy, Thết thoi vàng giấy để làm duyên.",https://www.thivien.net/Nguy%E1%BB%85n-Gia-Ch%C3%A2u/%C4%90%E1%BB%81-%E1%BB%9F-c%E1%BB%ADa-Sinh-T%E1%BB%AD/poem-0m57jrjDO0rvGhET6T3zDQ
"Ả ở đâu ta bán chiếu gon, Chẳng hay chiếu ấy hết hay còn? Xuân thu phỏng độ chừng bao tuổi, Đã có chồng chưa, được mấy con?",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/Gh%E1%BA%B9o-c%C3%B4-h%C3%A0ng-chi%E1%BA%BFu/poem-mhKCYVUAIeTrxJ6Ewog4eg
"Và tháng hạ thiên bóng nắng dài, Thu đông lạnh lẽo cả hoà hai. Đông phong từ hẹn tin xuân đến, Đầm ấm nào hoa chẳng tốt tươi.",https://www.thivien.net/Nguy%E1%BB%85n-Tr%C3%A3i/Hoa-xu%C3%A2n/poem-MdBXw3KkXM368dBLHlrMjQ
"Dung nghi chăm chắm ngự toà sen, Cốt cách này tuy cốt cách tiên. Duyên nợ oan tình đền kiếp trước, Về sau hương lửa rạng rừng thiền.",https://www.thivien.net/Khuy%E1%BA%BFt-danh-Vi%E1%BB%87t-Nam/H%E1%BB%B1u-tuy%E1%BB%87t-c%C3%BA/poem-gK67Na65qHE0USOUwbDzzA
"Khạc chẳng ra cho, nuốt chẳng vào; Khối tình nghẹn mãi, biết làm sao? Muốn kêu một tiếng cho to lắm; Rằng: “Ới ai ơi nó thế nào?”",https://www.thivien.net/Nguy%E1%BB%85n-Gia-Thi%E1%BB%81u/Kh%E1%BB%91i-t%C3%ACnh/poem-_k8PBvVz5_fvuvM_kaZIHw
"Ông đứng chi mà đứng mãi đây, Dập dềnh như tỉnh lại như say. Vãi nào đã chuốc cho ông rượu, Còn có cho vay một nậm đầy.",https://www.thivien.net/Nguy%E1%BB%85n-Qu%E1%BB%B3nh/Ph%E1%BA%ADt-say-Thu%E1%BB%B5-Ch%C6%B0%C6%A1ng/poem-BCWjU4gquzYx4rCamUlRKQ
"Đầu bính sang dần tiết mới phân, Giời xuân thong thả ngự đền xuân. Thú gồm nhân trí đà nên thú, Tiệc ngọc vầy vui ánh thuỵ vân.",https://www.thivien.net/Tr%E1%BB%8Bnh-S%C3%A2m/Ph%E1%BB%A5ng-canh-ng%E1%BB%B1-ch%E1%BA%BF-th%C6%B0%E1%BB%9Fng-nghinh-xu%C3%A2n-vi%E1%BB%87n-thi/poem-6KT2iT_lEHwFt5NM3tJgSA
"Thay việc trời ra sửa việc đời, Đầu xuân diệu vũ thuận thời trời. Uy dương mừng gặp thánh bình vận, Tộ vững nghìn thu sá kể mười.",https://www.thivien.net/%C4%90%E1%BB%97-Th%E1%BA%BF-Giai/Ph%E1%BB%A5ng-ho%E1%BA%A1-ng%E1%BB%B1-ch%E1%BA%BF-t%C3%A2n-xu%C3%A2n/poem-BGSN8YqLn1M2SoufQXK3cQ
"Tuyên Quang, Hoàng Hoá cũng thì vua, Nắng cực cho nên phải mất mùa. Lại đứng đầu bờ xin xỏ chị, Chị nỡ lòng nào chị chẳng cho.",https://www.thivien.net/Nguy%E1%BB%85n-Qu%E1%BB%B3nh/Th%C6%A1-x%E1%BB%8F-g%C3%A1i-chua-ngoa/poem-KJSJBK9wl_7o3Hh-D0KebQ
"Rỡ rỡ thiều quang tiết mới phân, Đền xuân phong cảnh thoả trời xuân, Một nhà cá nước vầy du thưởng, Này hội phong vân ánh thuỵ vân.",https://www.thivien.net/%C4%90%E1%BB%97-Th%E1%BA%BF-Giai/Ti%E1%BB%83u-lu%E1%BA%ADt/poem-MW4gjbxV3dzYNIAEVqQmvA
"Năm mới bia này mới mới khai, Liên châu một trúng với hai thoi. Đành hay xạ để mà xem đức, Tài đức gồm no ấy thánh tài.",https://www.thivien.net/%C4%90%E1%BB%97-Th%E1%BA%BF-Giai/Ti%E1%BB%83u-lu%E1%BA%ADt/poem-CA9_8kPzZb80aWE8Y5iZhw
"Bác mẹ sinh ra vốn áo sồi, Chốn nghiêm thăm thẳm một mình ngồi. Chép miệng nuốt ba con kiến gió, Nghiến răng chuyển động bốn phương trời.",https://www.thivien.net/L%C3%AA-Th%C3%A1nh-T%C3%B4ng/V%E1%BB%8Bnh-con-c%C3%B3c/poem-7fiNjkICzfeK5Ji6ZlZ56g
"Một buổi hầu rồi một buổi ngơi, Đâu còn nhớ chữ “ viễn phương lai ”. Mới sang chừng ấy ngơi chừng ấy, Sang nữa thì ngơi biết mấy đời .",https://www.thivien.net/Cao-B%C3%A1-Qu%C3%A1t/Quan-ng%C6%A1i/poem-fvGX2ZMxCaMEjcQpSRjL6A
"Thân em thời trắng phận em vừa trắng lại vừa tròn, Bảy nổi ba chìm mấy nước non sông . Rắn nát mặc dầu tay kẻ nặn Mềm rắn nhờ tay quân tử vọc Mềm rắn nhờ tay quân tử trộn , Nhưng em Mà em Khăng khăng Trong lòng vẫn giữ tấm lòng son một hòn son .",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/B%C3%A1nh-tr%C3%B4i-n%C6%B0%E1%BB%9Bc/poem-uWq3KGCd3SUUse06kE6PYA
Sáng mảng mang tăng cảnh dễ say Lá buồm lướt gió rạng trông ngay Sóng chi lướt mướt hay cơm chửa Núi lạ răng chăng thử chén này Ngư mới gác chèo gà lục trục Mai vừa ổ chức luỹ lai rai Thỉnh tình thanh trịch chân hay tiếng Người đã hay chừ cảnh cũng hay,https://www.thivien.net/Phan-Th%C3%BAc-Tr%E1%BB%B1c/Bu%E1%BB%95i-s%C3%A1ng-%C4%91i-thuy%E1%BB%81n-tr%C3%AAn-s%C3%B4ng-M%C3%A3/poem-OERgyTfhZTMrH8mc_a2lYg
"Một lỗ xâu xâu mấy cũng vừa, Duyên này tác hợp tự ngàn xưa. Chành ra ba góc da còn thiếu, Khép lại đôi bên thịt vẫn thừa.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/C%C3%A1i-qu%E1%BA%A1t/poem-scROveDf2WzzNJM9eAvSlQ
"Cái nợ tang bồng tí tẻo teo, Nay đòi mai hỏi tiếng ong eo. Ta nay quyết kéo trời Nam lại, Kẻo để giang sơn đổ lộn phèo.",https://www.thivien.net/T%E1%BA%A1-Hi%E1%BB%87n/C%E1%BA%A3m-%C4%91%E1%BB%81/poem-IEhO9vdaYKxBKUMMZ8kMCQ
"Lật đật qua đèo nắng cực thay! Hai cô thương đến lại cho giày. Ơn nầy biết lấy gì mà trả, Xin quỳ hai gối chống hai tay.",https://www.thivien.net/Nguy%E1%BB%85n-C%C3%B4ng-Tr%E1%BB%A9/C%C3%A1m-%C6%A1n-hai-c%C3%B4-%C4%91%C3%A0o/poem-eikFbHcDEWNk7ziidPzSyg
"Đã trót chơi hoa phải có trèo, Trèo lên chớ ngại mỏi xương nhèo. Cành la cành bổng vin co vít, Bông chín bông xanh để lộn phèo.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ch%C6%A1i-hoa/poem-jSzm65JZ1S2GD6Vw9RK_6w
"Em có mai xanh, có yếm vàng, Ba quân khiêng kiệu, kiệu nghêng ngang. Xin theo ông Khổng về Đông Lỗ, Học thói Bàn Canh nấu chín Thang.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Con-cua/poem-desawxihH_FjwviJgfWqRw
"Kìa ai tỉnh, kìa ai say, Kìa ai ghẹo nguyệt giữa ban ngày. Khoan khoan xin hãy dừng tay lại, Chớ mó hang hùm nữa mất tay.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/D%E1%BB%AF-Ph%E1%BA%A1m-t%E1%BA%BF-t%E1%BB%ADu-x%C6%B0%E1%BB%9Bng-ho%E1%BA%A1-k%E1%BB%B3-nh%E1%BB%8B/poem-uhvQQ4xb005il66VwoQrSQ
"Tổ tôm tên chữ gọi hà sào , Đánh thì không thấp cũng không cao. Được thì vơ cả, thua thì chạy, Nào!",https://www.thivien.net/Nguy%E1%BB%85n-C%C3%B4ng-Tr%E1%BB%A9/%C4%90%C3%A1nh-t%E1%BB%95-t%C3%B4m/poem-o1Dgj5mZFHmPIMkvJm0okw
"Khen ai khéo khéo đắp đôi voi, Đủ cả đầu đuôi đủ cả vòi. Chỉ có cái kia... sao chẳng thấy? Hay là thầy lý bớt đi rồi?",https://www.thivien.net/Cao-B%C3%A1-Qu%C3%A1t/%C4%90%E1%BA%AFp-voi/poem-LNX-B6YEnTxrHdNh6Rwzhg
"Những bấy lâu nay luống nhắn nhe, Nhắn nhe toan những sự gầm ghè . Gầm ghè nhưng vẫn còn chưa dám, Chưa dám cho nên phải rụt rè.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%C4%90%E1%BB%8Dc-cho-Chi%C3%AAu-H%E1%BB%95-ho%E1%BA%A1/poem-YXI6cVrwCfbMi8IDswKjhQ
"Cũng lò cũng bễ cũng cùng than, Mở mặt vuông tròn với thế gian. Kém cạnh cho nên mang tiếng hoẻn, Đủ đồng ắt cũng đáng nên quan.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%C4%90%E1%BB%93ng-ti%E1%BB%81n-ho%E1%BA%BBn/poem-UZ4PJ0gdsEsSl_pypy8vGw
"Nhân sinh ba vạn sáu nghìn thôi Vạn sáu tiêu nhăng đã hết rồi! Nhắn con tạo hoá xoay thời lại, Để khách tang bồng rộng đất chơi.",https://www.thivien.net/Nguy%E1%BB%85n-C%C3%B4ng-Tr%E1%BB%A9/%C4%90%E1%BB%9Di-ng%C6%B0%E1%BB%9Di-th%E1%BA%A5m-tho%E1%BA%AFt/poem-dpoG8f6cGqypGv740YMB1g
"Hỡi chàng ôi hỡi chàng ôi, Thiếp bén duyên chàng có thế thôi. Nòng nọc đứt đuôi từ đây nhé, Nghìn vàng khôn chuộc dấu bôi vôi .",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Kh%C3%B3c-T%E1%BB%95ng-C%C3%B3c/poem-6pamu7FlLkIevS5S6C9yfw
"Khéo khéo đi đâu lũ ngẩn ngơ, Lại đây chị dạy lối làm thơ. Bướm non ngứa lợi châm hoa rữa, Dê bé buồn sừng húc giậu thưa.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/L%E1%BB%A1m-h%E1%BB%8Dc-tr%C3%B2/poem-0rhDlwzvK5OxEIc98gs0mw
"Ghé mắt trông lên thấy bảng treo, Kìa đền Thái thú đứng cheo leo. Ví đây đổi phận làm trai được, Thì sự anh hùng há bấy nhiêu.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Mi%E1%BA%BFu-S%E1%BA%A7m-th%C3%A1i-th%C3%BA/poem-G2YFC9t0UZjKbogh03b5Ow
"Quả cau nho nhỏ miếng lá trầu hôi , Này của Xuân Hương mới quệt rồi. Có phải duyên nhau thì thắm lại đỏ thắm , Đừng xanh như lá, bạc như vôi.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/M%E1%BB%9Di-%C4%83n-tr%E1%BA%A7u/poem-B_rQPN05zgTCyWbt_qAhmQ
"Mừng ông nay mới đẻ con trai, Thực giống con nhà chẳng giống ai, Mong cho chóng lớn mà ăn cướp... Cướp lấy khôi nguyên kẻo nữa hoài!",https://www.thivien.net/Nguy%E1%BB%85n-Qu%C3%BD-T%C3%A2n/M%E1%BB%ABng-b%E1%BA%A1n-%C4%91%E1%BA%BB-con-trai/poem-2Vr1ehilpWqqXZJSdcMIBg
"Hai bên thời núi giữa thời sông, Có phải đây là Kẽm Trống không. Gió vật sườn non kêu lắc rắc, Sóng dồn mặt nước vỗ long bong.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/N%C3%BAi-K%E1%BA%BDm-Tr%E1%BB%91ng/poem-feCLUxz53X41QOuf4SwK2A
"Đằng quốc xưa nay vốn nhỏ nhen, Lại còn Tề Sở ép hai bên. Ngảnh mặt sang Tề e Sở giận, Quay đầu về Sở sợ Tề ghen.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/N%C6%B0%E1%BB%9Bc-%C4%90%E1%BA%B1ng/poem--fDjA9dpven1ybYhX9MM0w
"Bác mẹ sinh ra phận ốc nhồi, Đêm ngày lăn lóc đám cỏ hôi. Quân tử có thương thì bóc yếm, Xin đừng ngó ngoáy lỗ trôn tôi.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/%E1%BB%90c-nh%E1%BB%93i/poem-gDMeCDBVvtYDv6KKqbVyBw
"Thân em như quả mít trên Của tôi như quả mít trên Dái này hẳn ở chạc ba cây, Da nó xù xì múi nó dày. Quân tử có yêu xin yêu thì thương thì say xin đóng cọc nõ , Đừng Xin đừng Chớ đừng mân mó nữa nhựa ra tay.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Qu%E1%BA%A3-m%C3%ADt/poem-LieX1fygdE0jurQxV_C4rQ
"Muôn dặm đường xa mới tới kinh, Bao nhiêu non nước bấy nhiêu tình. Rừng không, người vắng, chim kêu rốn, Trăng lặn, sao mờ, gió thổi rinh.",https://www.thivien.net/Phan-Thanh-Gi%E1%BA%A3n/Qua-r%E1%BB%ABng-v%E1%BA%AFng/poem-PqYCTCphR7mB4hU6Y-hEjw
"Cái kiếp tu hành nặng đá đeo, Làm chi một chút tẻo tèo teo. Thuyền từ cũng muốn về Tây Trúc , Trái gió cho nên phải lộn lèo.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/S%C6%B0-ho%E1%BA%A1nh-d%C3%A2m/poem-FW5cbM0YaktMhTajssd9GQ
"Xuống ngựa lên xe nọ tưởng nhàn, Lợm mùi giáng chức với thăng quan. Điền viên dạo chiếc xe bò cái, Sẵn tấm mo bưng miệng thế gian.",https://www.thivien.net/Nguy%E1%BB%85n-C%C3%B4ng-Tr%E1%BB%A9/Th%C6%A1-%C4%91%E1%BB%81-mo-cau/poem-8SHK80U9f93nzUXM1iZDVA
"Ba hồi trống giục thây cha kiếp, Một lát gươm đưa đéo mẹ đời! Sống làm tướng mạnh ba phương đất. Thác xuống thần thiêng bốn phía trời.",https://www.thivien.net/Ho%C3%A0ng-Phan-Th%C3%A1i/Th%C6%A1-tuy%E1%BB%87t-m%E1%BB%87nh/poem-SSg0YSXZGCzypeIC1UN9Xg
"Ngày xuân thong thả, tính thờ ơ Thấy chúng chăn trâu đánh cũng ưa Tưởng làm ba chữ mà chơi vậy Bổng chốc lên quan đã sướng chưa!",https://www.thivien.net/Nguy%E1%BB%85n-C%C3%B4ng-Tr%E1%BB%A9/Thua-b%E1%BA%A1c/poem-QhCH6XjeJ5xQeetef7QrJg
"Dắt díu đưa nhau đến cửa chiền, Cũng đòi học nói nói không nên. Ai về nhắn nhủ phường lòi tói , Muốn sống đem vôi quét trả đền.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Ti%E1%BB%85n-ng%C6%B0%E1%BB%9Di-l%C3%A0m-th%C6%A1/poem-lErA4VPPGZZzwxtMXbsYZQ
"Sao nói rằng năm lại có ba? Trách người quân tử hẹn sai ra. Bao giờ thong thả lên chơi nguyệt , Nhớ hái cho xin nắm lá đa.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Tr%C3%A1ch-Chi%C3%AAu-H%E1%BB%95/poem-PevYJ4ZQTa8nQsmeM0lQIQ
"Nào nón tu lờ nào mũ thâm, Đi đâu chẳng đội để ong châm. Đầu sư há phải gì bà cốt, Bá ngọ con ong bé cái nhầm.",https://www.thivien.net/H%E1%BB%93-Xu%C3%A2n-H%C6%B0%C6%A1ng/Tr%C3%A0o-t%C4%83ng/poem-HGACRiPNptGsfdAvpuEO5A
Thương vua mến chúa phải ra đi Bịu rịu làm chi thói nữ nhi Muôn dặm Trường An mau trở lại Vào chầu bệ ngọc hả lòng mi,https://www.thivien.net/Phan-Thanh-Gi%E1%BA%A3n/T%E1%BB%AB-bi%E1%BB%87t-phu-nh%C3%A2n/poem-cpdmgK3J0elLYWFe0UDQ-g
